population,Season,MMWR Startdate,MMWR Week,Age Group,Count of Hospitalizations,Pathogen,geo
5563378,2023-2024,8/25/2024,202435,5-17,1,Influenza,statewide
5563378,2023-2024,8/25/2024,202435,18-49,0,Influenza,statewide
5563378,2023-2024,8/25/2024,202435,50-64,1,Influenza,statewide
5563378,2023-2024,8/25/2024,202435,65+,1,Influenza,statewide
3065147,2023-2024,9/1/2024,202436,0-4,0,Influenza,7-co
3065147,2023-2024,9/1/2024,202436,5-17,0,Influenza,7-co
3065147,2023-2024,9/1/2024,202436,18-49,0,Influenza,7-co
3065147,2023-2024,9/1/2024,202436,50-64,1,Influenza,7-co
3065147,2023-2024,9/1/2024,202436,65+,0,Influenza,7-co
2498231,2023-2024,9/1/2024,202436,0-4,0,Influenza,80-co
2498231,2023-2024,9/1/2024,202436,5-17,0,Influenza,80-co
2498231,2023-2024,9/1/2024,202436,18-49,0,Influenza,80-co
2498231,2023-2024,9/1/2024,202436,50-64,0,Influenza,80-co
2498231,2023-2024,9/1/2024,202436,65+,0,Influenza,80-co
5563378,2023-2024,9/1/2024,202436,0-4,0,Influenza,statewide
5563378,2023-2024,9/1/2024,202436,5-17,0,Influenza,statewide
5563378,2023-2024,9/1/2024,202436,18-49,0,Influenza,statewide
5563378,2023-2024,9/1/2024,202436,50-64,1,Influenza,statewide
5563378,2023-2024,9/1/2024,202436,65+,0,Influenza,statewide
3065147,2023-2024,9/8/2024,202437,0-4,0,Influenza,7-co
3065147,2023-2024,9/8/2024,202437,5-17,0,Influenza,7-co
3065147,2023-2024,9/8/2024,202437,18-49,0,Influenza,7-co
3065147,2023-2024,9/8/2024,202437,50-64,0,Influenza,7-co
3065147,2023-2024,9/8/2024,202437,65+,2,Influenza,7-co
2498231,2023-2024,9/8/2024,202437,0-4,0,Influenza,80-co
2498231,2023-2024,9/8/2024,202437,5-17,0,Influenza,80-co
2498231,2023-2024,9/8/2024,202437,18-49,1,Influenza,80-co
2498231,2023-2024,9/8/2024,202437,50-64,1,Influenza,80-co
2498231,2023-2024,9/8/2024,202437,65+,1,Influenza,80-co
5563378,2023-2024,9/8/2024,202437,0-4,0,Influenza,statewide
5563378,2023-2024,9/8/2024,202437,5-17,0,Influenza,statewide
5563378,2023-2024,9/8/2024,202437,18-49,1,Influenza,statewide
5563378,2023-2024,9/8/2024,202437,50-64,1,Influenza,statewide
5563378,2023-2024,9/8/2024,202437,65+,3,Influenza,statewide
3065147,2023-2024,9/15/2024,202438,0-4,1,Influenza,7-co
3065147,2023-2024,9/15/2024,202438,5-17,0,Influenza,7-co
3065147,2023-2024,9/15/2024,202438,18-49,0,Influenza,7-co
3065147,2023-2024,9/15/2024,202438,50-64,0,Influenza,7-co
3065147,2023-2024,9/15/2024,202438,65+,1,Influenza,7-co
2498231,2023-2024,9/15/2024,202438,0-4,1,Influenza,80-co
2498231,2023-2024,9/15/2024,202438,5-17,0,Influenza,80-co
2498231,2023-2024,9/15/2024,202438,18-49,0,Influenza,80-co
2498231,2023-2024,9/15/2024,202438,50-64,0,Influenza,80-co
2498231,2023-2024,9/15/2024,202438,65+,1,Influenza,80-co
5563378,2023-2024,9/15/2024,202438,0-4,2,Influenza,statewide
5563378,2023-2024,9/15/2024,202438,5-17,0,Influenza,statewide
5563378,2023-2024,9/15/2024,202438,18-49,0,Influenza,statewide
5563378,2023-2024,9/15/2024,202438,50-64,0,Influenza,statewide
5563378,2023-2024,9/15/2024,202438,65+,2,Influenza,statewide
3065147,2023-2024,9/22/2024,202439,0-4,0,Influenza,7-co
3065147,2023-2024,9/22/2024,202439,5-17,0,Influenza,7-co
3065147,2023-2024,9/22/2024,202439,18-49,0,Influenza,7-co
3065147,2023-2024,9/22/2024,202439,50-64,0,Influenza,7-co
3065147,2023-2024,9/22/2024,202439,65+,3,Influenza,7-co
2498231,2023-2024,9/22/2024,202439,0-4,1,Influenza,80-co
2498231,2023-2024,9/22/2024,202439,5-17,0,Influenza,80-co
2498231,2023-2024,9/22/2024,202439,18-49,0,Influenza,80-co
2498231,2023-2024,9/22/2024,202439,50-64,0,Influenza,80-co
2498231,2023-2024,9/22/2024,202439,65+,0,Influenza,80-co
5563378,2023-2024,9/22/2024,202439,0-4,1,Influenza,statewide
5563378,2023-2024,9/22/2024,202439,5-17,0,Influenza,statewide
5563378,2023-2024,9/22/2024,202439,18-49,0,Influenza,statewide
5563378,2023-2024,9/22/2024,202439,50-64,0,Influenza,statewide
5563378,2023-2024,9/22/2024,202439,65+,3,Influenza,statewide
3065147,2023-2024,9/29/2024,202440,0-4,0,Influenza,7-co
3065147,2023-2024,9/29/2024,202440,5-17,1,Influenza,7-co
3065147,2023-2024,9/29/2024,202440,18-49,0,Influenza,7-co
3065147,2023-2024,9/29/2024,202440,50-64,0,Influenza,7-co
3065147,2023-2024,9/29/2024,202440,65+,1,Influenza,7-co
2498231,2023-2024,9/29/2024,202440,0-4,0,Influenza,80-co
2498231,2023-2024,9/29/2024,202440,5-17,0,Influenza,80-co
2498231,2023-2024,9/29/2024,202440,18-49,0,Influenza,80-co
2498231,2023-2024,9/29/2024,202440,50-64,0,Influenza,80-co
2498231,2023-2024,9/29/2024,202440,65+,2,Influenza,80-co
5563378,2023-2024,9/29/2024,202440,0-4,0,Influenza,statewide
5563378,2023-2024,9/29/2024,202440,5-17,1,Influenza,statewide
5563378,2023-2024,9/29/2024,202440,18-49,0,Influenza,statewide
5563378,2023-2024,9/29/2024,202440,50-64,0,Influenza,statewide
5563378,2023-2024,9/29/2024,202440,65+,3,Influenza,statewide
3065147,2024-2025,10/6/2024,202441,0-4,0,Influenza,7-co
3065147,2024-2025,10/6/2024,202441,5-17,0,Influenza,7-co
3065147,2024-2025,10/6/2024,202441,18-49,0,Influenza,7-co
3065147,2024-2025,10/6/2024,202441,50-64,0,Influenza,7-co
3065147,2024-2025,10/6/2024,202441,65+,1,Influenza,7-co
2498231,2024-2025,10/6/2024,202441,0-4,0,Influenza,80-co
2498231,2024-2025,10/6/2024,202441,5-17,0,Influenza,80-co
2498231,2024-2025,10/6/2024,202441,18-49,0,Influenza,80-co
2498231,2024-2025,10/6/2024,202441,50-64,0,Influenza,80-co
2498231,2024-2025,10/6/2024,202441,65+,0,Influenza,80-co
5563378,2024-2025,10/6/2024,202441,0-4,0,Influenza,statewide
5563378,2024-2025,10/6/2024,202441,5-17,0,Influenza,statewide
5563378,2024-2025,10/6/2024,202441,18-49,0,Influenza,statewide
5563378,2024-2025,10/6/2024,202441,50-64,0,Influenza,statewide
5563378,2024-2025,10/6/2024,202441,65+,1,Influenza,statewide
3065147,2024-2025,10/13/2024,202442,0-4,0,Influenza,7-co
3065147,2024-2025,10/13/2024,202442,5-17,0,Influenza,7-co
3065147,2024-2025,10/13/2024,202442,18-49,0,Influenza,7-co
3065147,2024-2025,10/13/2024,202442,50-64,0,Influenza,7-co
3065147,2024-2025,10/13/2024,202442,65+,1,Influenza,7-co
2498231,2024-2025,10/13/2024,202442,0-4,0,Influenza,80-co
2498231,2024-2025,10/13/2024,202442,5-17,0,Influenza,80-co
2498231,2024-2025,10/13/2024,202442,18-49,1,Influenza,80-co
2498231,2024-2025,10/13/2024,202442,50-64,1,Influenza,80-co
2498231,2024-2025,10/13/2024,202442,65+,1,Influenza,80-co
5563378,2024-2025,10/13/2024,202442,0-4,0,Influenza,statewide
5563378,2024-2025,10/13/2024,202442,5-17,0,Influenza,statewide
5563378,2024-2025,10/13/2024,202442,18-49,1,Influenza,statewide
5563378,2024-2025,10/13/2024,202442,50-64,1,Influenza,statewide
5563378,2024-2025,10/13/2024,202442,65+,2,Influenza,statewide
3065147,2024-2025,10/20/2024,202443,0-4,0,Influenza,7-co
3065147,2024-2025,10/20/2024,202443,5-17,0,Influenza,7-co
3065147,2024-2025,10/20/2024,202443,18-49,0,Influenza,7-co
3065147,2024-2025,10/20/2024,202443,50-64,0,Influenza,7-co
3065147,2024-2025,10/20/2024,202443,65+,0,Influenza,7-co
2498231,2024-2025,10/20/2024,202443,0-4,0,Influenza,80-co
2498231,2024-2025,10/20/2024,202443,5-17,0,Influenza,80-co
2498231,2024-2025,10/20/2024,202443,18-49,0,Influenza,80-co
2498231,2024-2025,10/20/2024,202443,50-64,0,Influenza,80-co
2498231,2024-2025,10/20/2024,202443,65+,0,Influenza,80-co
5563378,2024-2025,10/20/2024,202443,0-4,0,Influenza,statewide
5563378,2024-2025,10/20/2024,202443,5-17,0,Influenza,statewide
5563378,2024-2025,10/20/2024,202443,18-49,0,Influenza,statewide
5563378,2024-2025,10/20/2024,202443,50-64,0,Influenza,statewide
5563378,2024-2025,10/20/2024,202443,65+,0,Influenza,statewide
3065147,2024-2025,10/27/2024,202444,0-4,0,Influenza,7-co
3065147,2024-2025,10/27/2024,202444,5-17,0,Influenza,7-co
3065147,2024-2025,10/27/2024,202444,18-49,0,Influenza,7-co
3065147,2024-2025,10/27/2024,202444,50-64,0,Influenza,7-co
3065147,2024-2025,10/27/2024,202444,65+,0,Influenza,7-co
2498231,2024-2025,10/27/2024,202444,0-4,0,Influenza,80-co
2498231,2024-2025,10/27/2024,202444,5-17,0,Influenza,80-co
2498231,2024-2025,10/27/2024,202444,18-49,0,Influenza,80-co
2498231,2024-2025,10/27/2024,202444,50-64,0,Influenza,80-co
2498231,2024-2025,10/27/2024,202444,65+,1,Influenza,80-co
5563378,2024-2025,10/27/2024,202444,0-4,0,Influenza,statewide
5563378,2024-2025,10/27/2024,202444,5-17,0,Influenza,statewide
5563378,2024-2025,10/27/2024,202444,18-49,0,Influenza,statewide
5563378,2024-2025,10/27/2024,202444,50-64,0,Influenza,statewide
5563378,2024-2025,10/27/2024,202444,65+,1,Influenza,statewide
3065147,2024-2025,11/3/2024,202445,0-4,1,Influenza,7-co
3065147,2024-2025,11/3/2024,202445,5-17,2,Influenza,7-co
3065147,2024-2025,11/3/2024,202445,18-49,0,Influenza,7-co
3065147,2024-2025,11/3/2024,202445,50-64,3,Influenza,7-co
3065147,2024-2025,11/3/2024,202445,65+,1,Influenza,7-co
2498231,2024-2025,11/3/2024,202445,0-4,1,Influenza,80-co
2498231,2024-2025,11/3/2024,202445,5-17,0,Influenza,80-co
2498231,2024-2025,11/3/2024,202445,18-49,0,Influenza,80-co
2498231,2024-2025,11/3/2024,202445,50-64,1,Influenza,80-co
2498231,2024-2025,11/3/2024,202445,65+,2,Influenza,80-co
5563378,2024-2025,11/3/2024,202445,0-4,2,Influenza,statewide
5563378,2024-2025,11/3/2024,202445,5-17,2,Influenza,statewide
5563378,2024-2025,11/3/2024,202445,18-49,0,Influenza,statewide
5563378,2024-2025,11/3/2024,202445,50-64,4,Influenza,statewide
5563378,2024-2025,11/3/2024,202445,65+,3,Influenza,statewide
3065147,2024-2025,11/10/2024,202446,0-4,0,Influenza,7-co
3065147,2024-2025,11/10/2024,202446,5-17,0,Influenza,7-co
3065147,2024-2025,11/10/2024,202446,18-49,1,Influenza,7-co
3065147,2024-2025,11/10/2024,202446,50-64,3,Influenza,7-co
3065147,2024-2025,11/10/2024,202446,65+,1,Influenza,7-co
2498231,2024-2025,11/10/2024,202446,0-4,1,Influenza,80-co
2498231,2024-2025,11/10/2024,202446,5-17,1,Influenza,80-co
2498231,2024-2025,11/10/2024,202446,18-49,0,Influenza,80-co
2498231,2024-2025,11/10/2024,202446,50-64,0,Influenza,80-co
2498231,2024-2025,11/10/2024,202446,65+,1,Influenza,80-co
5563378,2024-2025,11/10/2024,202446,0-4,1,Influenza,statewide
5563378,2024-2025,11/10/2024,202446,5-17,1,Influenza,statewide
5563378,2024-2025,11/10/2024,202446,18-49,1,Influenza,statewide
5563378,2024-2025,11/10/2024,202446,50-64,3,Influenza,statewide
5563378,2024-2025,11/10/2024,202446,65+,2,Influenza,statewide
3065147,2024-2025,11/17/2024,202447,0-4,1,Influenza,7-co
3065147,2024-2025,11/17/2024,202447,5-17,0,Influenza,7-co
3065147,2024-2025,11/17/2024,202447,18-49,1,Influenza,7-co
3065147,2024-2025,11/17/2024,202447,50-64,2,Influenza,7-co
3065147,2024-2025,11/17/2024,202447,65+,2,Influenza,7-co
2498231,2024-2025,11/17/2024,202447,0-4,1,Influenza,80-co
2498231,2024-2025,11/17/2024,202447,5-17,1,Influenza,80-co
2498231,2024-2025,11/17/2024,202447,18-49,0,Influenza,80-co
2498231,2024-2025,11/17/2024,202447,50-64,0,Influenza,80-co
2498231,2024-2025,11/17/2024,202447,65+,2,Influenza,80-co
5563378,2024-2025,11/17/2024,202447,0-4,2,Influenza,statewide
5563378,2024-2025,11/17/2024,202447,5-17,1,Influenza,statewide
5563378,2024-2025,11/17/2024,202447,18-49,1,Influenza,statewide
5563378,2024-2025,11/17/2024,202447,50-64,2,Influenza,statewide
5563378,2024-2025,11/17/2024,202447,65+,4,Influenza,statewide
3065147,2024-2025,11/24/2024,202448,0-4,0,Influenza,7-co
3065147,2024-2025,11/24/2024,202448,5-17,0,Influenza,7-co
3065147,2024-2025,11/24/2024,202448,18-49,1,Influenza,7-co
3065147,2024-2025,11/24/2024,202448,50-64,1,Influenza,7-co
3065147,2024-2025,11/24/2024,202448,65+,7,Influenza,7-co
2498231,2024-2025,11/24/2024,202448,0-4,0,Influenza,80-co
2498231,2024-2025,11/24/2024,202448,5-17,0,Influenza,80-co
2498231,2024-2025,11/24/2024,202448,18-49,2,Influenza,80-co
2498231,2024-2025,11/24/2024,202448,50-64,1,Influenza,80-co
2498231,2024-2025,11/24/2024,202448,65+,4,Influenza,80-co
5563378,2024-2025,11/24/2024,202448,0-4,0,Influenza,statewide
5563378,2024-2025,11/24/2024,202448,5-17,0,Influenza,statewide
5563378,2024-2025,11/24/2024,202448,18-49,3,Influenza,statewide
5563378,2024-2025,11/24/2024,202448,50-64,2,Influenza,statewide
5563378,2024-2025,11/24/2024,202448,65+,11,Influenza,statewide
3065147,2024-2025,12/1/2024,202449,0-4,0,Influenza,7-co
3065147,2024-2025,12/1/2024,202449,5-17,2,Influenza,7-co
3065147,2024-2025,12/1/2024,202449,18-49,4,Influenza,7-co
3065147,2024-2025,12/1/2024,202449,50-64,3,Influenza,7-co
3065147,2024-2025,12/1/2024,202449,65+,18,Influenza,7-co
2498231,2024-2025,12/1/2024,202449,0-4,3,Influenza,80-co
2498231,2024-2025,12/1/2024,202449,5-17,2,Influenza,80-co
2498231,2024-2025,12/1/2024,202449,18-49,3,Influenza,80-co
2498231,2024-2025,12/1/2024,202449,50-64,2,Influenza,80-co
2498231,2024-2025,12/1/2024,202449,65+,13,Influenza,80-co
5563378,2024-2025,12/1/2024,202449,0-4,3,Influenza,statewide
5563378,2024-2025,12/1/2024,202449,5-17,4,Influenza,statewide
5563378,2024-2025,12/1/2024,202449,18-49,7,Influenza,statewide
5563378,2024-2025,12/1/2024,202449,50-64,5,Influenza,statewide
5563378,2024-2025,12/1/2024,202449,65+,31,Influenza,statewide
3065147,2024-2025,12/8/2024,202450,0-4,6,Influenza,7-co
3065147,2024-2025,12/8/2024,202450,5-17,5,Influenza,7-co
3065147,2024-2025,12/8/2024,202450,18-49,8,Influenza,7-co
3065147,2024-2025,12/8/2024,202450,50-64,9,Influenza,7-co
3065147,2024-2025,12/8/2024,202450,65+,17,Influenza,7-co
2498231,2024-2025,12/8/2024,202450,0-4,9,Influenza,80-co
2498231,2024-2025,12/8/2024,202450,5-17,9,Influenza,80-co
2498231,2024-2025,12/8/2024,202450,18-49,12,Influenza,80-co
2498231,2024-2025,12/8/2024,202450,50-64,9,Influenza,80-co
2498231,2024-2025,12/8/2024,202450,65+,24,Influenza,80-co
5563378,2024-2025,12/8/2024,202450,0-4,15,Influenza,statewide
5563378,2024-2025,12/8/2024,202450,5-17,14,Influenza,statewide
5563378,2024-2025,12/8/2024,202450,18-49,20,Influenza,statewide
5563378,2024-2025,12/8/2024,202450,50-64,18,Influenza,statewide
5563378,2024-2025,12/8/2024,202450,65+,41,Influenza,statewide
3065147,2024-2025,12/15/2024,202451,0-4,7,Influenza,7-co
3065147,2024-2025,12/15/2024,202451,5-17,13,Influenza,7-co
3065147,2024-2025,12/15/2024,202451,18-49,21,Influenza,7-co
3065147,2024-2025,12/15/2024,202451,50-64,30,Influenza,7-co
3065147,2024-2025,12/15/2024,202451,65+,50,Influenza,7-co
2498231,2024-2025,12/15/2024,202451,0-4,10,Influenza,80-co
2498231,2024-2025,12/15/2024,202451,5-17,18,Influenza,80-co
2498231,2024-2025,12/15/2024,202451,18-49,20,Influenza,80-co
2498231,2024-2025,12/15/2024,202451,50-64,23,Influenza,80-co
2498231,2024-2025,12/15/2024,202451,65+,57,Influenza,80-co
5563378,2024-2025,12/15/2024,202451,0-4,17,Influenza,statewide
5563378,2024-2025,12/15/2024,202451,5-17,31,Influenza,statewide
5563378,2024-2025,12/15/2024,202451,18-49,41,Influenza,statewide
5563378,2024-2025,12/15/2024,202451,50-64,53,Influenza,statewide
5563378,2024-2025,12/15/2024,202451,65+,107,Influenza,statewide
3065147,2024-2025,12/22/2024,202452,0-4,38,Influenza,7-co
3065147,2024-2025,12/22/2024,202452,5-17,29,Influenza,7-co
3065147,2024-2025,12/22/2024,202452,18-49,78,Influenza,7-co
3065147,2024-2025,12/22/2024,202452,50-64,70,Influenza,7-co
3065147,2024-2025,12/22/2024,202452,65+,138,Influenza,7-co
2498231,2024-2025,12/22/2024,202452,0-4,16,Influenza,80-co
2498231,2024-2025,12/22/2024,202452,5-17,13,Influenza,80-co
2498231,2024-2025,12/22/2024,202452,18-49,41,Influenza,80-co
2498231,2024-2025,12/22/2024,202452,50-64,55,Influenza,80-co
2498231,2024-2025,12/22/2024,202452,65+,137,Influenza,80-co
5563378,2024-2025,12/22/2024,202452,0-4,54,Influenza,statewide
5563378,2024-2025,12/22/2024,202452,5-17,42,Influenza,statewide
5563378,2024-2025,12/22/2024,202452,18-49,119,Influenza,statewide
5563378,2024-2025,12/22/2024,202452,50-64,125,Influenza,statewide
5563378,2024-2025,12/22/2024,202452,65+,275,Influenza,statewide
3065147,2024-2025,12/29/2024,202501,0-4,31,Influenza,7-co
3065147,2024-2025,12/29/2024,202501,5-17,22,Influenza,7-co
3065147,2024-2025,12/29/2024,202501,18-49,130,Influenza,7-co
3065147,2024-2025,12/29/2024,202501,50-64,112,Influenza,7-co
3065147,2024-2025,12/29/2024,202501,65+,250,Influenza,7-co
2498231,2024-2025,12/29/2024,202501,0-4,21,Influenza,80-co
2498231,2024-2025,12/29/2024,202501,5-17,10,Influenza,80-co
2498231,2024-2025,12/29/2024,202501,18-49,48,Influenza,80-co
2498231,2024-2025,12/29/2024,202501,50-64,66,Influenza,80-co
2498231,2024-2025,12/29/2024,202501,65+,204,Influenza,80-co
5563378,2024-2025,12/29/2024,202501,0-4,52,Influenza,statewide
5563378,2024-2025,12/29/2024,202501,5-17,32,Influenza,statewide
5563378,2024-2025,12/29/2024,202501,18-49,178,Influenza,statewide
5563378,2024-2025,12/29/2024,202501,50-64,178,Influenza,statewide
5563378,2024-2025,12/29/2024,202501,65+,454,Influenza,statewide
3065147,2024-2025,1/5/2025,202502,0-4,28,Influenza,7-co
3065147,2024-2025,1/5/2025,202502,5-17,29,Influenza,7-co
3065147,2024-2025,1/5/2025,202502,18-49,97,Influenza,7-co
3065147,2024-2025,1/5/2025,202502,50-64,87,Influenza,7-co
3065147,2024-2025,1/5/2025,202502,65+,212,Influenza,7-co
2498231,2024-2025,1/5/2025,202502,0-4,20,Influenza,80-co
2498231,2024-2025,1/5/2025,202502,5-17,14,Influenza,80-co
2498231,2024-2025,1/5/2025,202502,18-49,44,Influenza,80-co
2498231,2024-2025,1/5/2025,202502,50-64,77,Influenza,80-co
2498231,2024-2025,1/5/2025,202502,65+,185,Influenza,80-co
5563378,2024-2025,1/5/2025,202502,0-4,48,Influenza,statewide
5563378,2024-2025,1/5/2025,202502,5-17,43,Influenza,statewide
5563378,2024-2025,1/5/2025,202502,18-49,141,Influenza,statewide
5563378,2024-2025,1/5/2025,202502,50-64,164,Influenza,statewide
5563378,2024-2025,1/5/2025,202502,65+,397,Influenza,statewide
3065147,2024-2025,1/12/2025,202503,0-4,33,Influenza,7-co
3065147,2024-2025,1/12/2025,202503,5-17,39,Influenza,7-co
3065147,2024-2025,1/12/2025,202503,18-49,71,Influenza,7-co
3065147,2024-2025,1/12/2025,202503,50-64,64,Influenza,7-co
3065147,2024-2025,1/12/2025,202503,65+,202,Influenza,7-co
2498231,2024-2025,1/12/2025,202503,0-4,28,Influenza,80-co
2498231,2024-2025,1/12/2025,202503,5-17,30,Influenza,80-co
2498231,2024-2025,1/12/2025,202503,18-49,45,Influenza,80-co
2498231,2024-2025,1/12/2025,202503,50-64,81,Influenza,80-co
2498231,2024-2025,1/12/2025,202503,65+,154,Influenza,80-co
5563378,2024-2025,1/12/2025,202503,0-4,61,Influenza,statewide
5563378,2024-2025,1/12/2025,202503,5-17,69,Influenza,statewide
5563378,2024-2025,1/12/2025,202503,18-49,116,Influenza,statewide
5563378,2024-2025,1/12/2025,202503,50-64,145,Influenza,statewide
5563378,2024-2025,1/12/2025,202503,65+,356,Influenza,statewide
3065147,2024-2025,1/19/2025,202504,0-4,25,Influenza,7-co
3065147,2024-2025,1/19/2025,202504,5-17,26,Influenza,7-co
3065147,2024-2025,1/19/2025,202504,18-49,68,Influenza,7-co
3065147,2024-2025,1/19/2025,202504,50-64,76,Influenza,7-co
3065147,2024-2025,1/19/2025,202504,65+,202,Influenza,7-co
2498231,2024-2025,1/19/2025,202504,0-4,24,Influenza,80-co
2498231,2024-2025,1/19/2025,202504,5-17,28,Influenza,80-co
2498231,2024-2025,1/19/2025,202504,18-49,63,Influenza,80-co
2498231,2024-2025,1/19/2025,202504,50-64,97,Influenza,80-co
2498231,2024-2025,1/19/2025,202504,65+,220,Influenza,80-co
5563378,2024-2025,1/19/2025,202504,0-4,49,Influenza,statewide
5563378,2024-2025,1/19/2025,202504,5-17,54,Influenza,statewide
5563378,2024-2025,1/19/2025,202504,18-49,131,Influenza,statewide
5563378,2024-2025,1/19/2025,202504,50-64,173,Influenza,statewide
5563378,2024-2025,1/19/2025,202504,65+,422,Influenza,statewide
3065147,2024-2025,1/26/2025,202505,0-4,21,Influenza,7-co
3065147,2024-2025,1/26/2025,202505,5-17,26,Influenza,7-co
3065147,2024-2025,1/26/2025,202505,18-49,44,Influenza,7-co
3065147,2024-2025,1/26/2025,202505,50-64,79,Influenza,7-co
3065147,2024-2025,1/26/2025,202505,65+,235,Influenza,7-co
2498231,2024-2025,1/26/2025,202505,0-4,36,Influenza,80-co
2498231,2024-2025,1/26/2025,202505,5-17,21,Influenza,80-co
2498231,2024-2025,1/26/2025,202505,18-49,47,Influenza,80-co
2498231,2024-2025,1/26/2025,202505,50-64,70,Influenza,80-co
2498231,2024-2025,1/26/2025,202505,65+,236,Influenza,80-co
5563378,2024-2025,1/26/2025,202505,0-4,57,Influenza,statewide
5563378,2024-2025,1/26/2025,202505,5-17,47,Influenza,statewide
5563378,2024-2025,1/26/2025,202505,18-49,91,Influenza,statewide
5563378,2024-2025,1/26/2025,202505,50-64,149,Influenza,statewide
5563378,2024-2025,1/26/2025,202505,65+,471,Influenza,statewide
3065147,2024-2025,2/2/2025,202506,0-4,20,Influenza,7-co
3065147,2024-2025,2/2/2025,202506,5-17,15,Influenza,7-co
3065147,2024-2025,2/2/2025,202506,18-49,33,Influenza,7-co
3065147,2024-2025,2/2/2025,202506,50-64,56,Influenza,7-co
3065147,2024-2025,2/2/2025,202506,65+,131,Influenza,7-co
2498231,2024-2025,2/2/2025,202506,0-4,13,Influenza,80-co
2498231,2024-2025,2/2/2025,202506,5-17,10,Influenza,80-co
2498231,2024-2025,2/2/2025,202506,18-49,21,Influenza,80-co
2498231,2024-2025,2/2/2025,202506,50-64,46,Influenza,80-co
2498231,2024-2025,2/2/2025,202506,65+,141,Influenza,80-co
5563378,2024-2025,2/2/2025,202506,0-4,33,Influenza,statewide
5563378,2024-2025,2/2/2025,202506,5-17,25,Influenza,statewide
5563378,2024-2025,2/2/2025,202506,18-49,54,Influenza,statewide
5563378,2024-2025,2/2/2025,202506,50-64,102,Influenza,statewide
5563378,2024-2025,2/2/2025,202506,65+,272,Influenza,statewide
3065147,2020-2021,1/3/2021,202101,0-4,1,COVID-19,7-co
3065147,2020-2021,1/3/2021,202101,0-4,1,RSV,7-co
3065147,2020-2021,1/3/2021,202101,5-17,7,COVID-19,7-co
3065147,2020-2021,1/3/2021,202101,5-17,0,RSV,7-co
3065147,2020-2021,1/3/2021,202101,18-49,59,COVID-19,7-co
3065147,2020-2021,1/3/2021,202101,18-49,0,RSV,7-co
3065147,2020-2021,1/3/2021,202101,50-64,83,COVID-19,7-co
3065147,2020-2021,1/3/2021,202101,50-64,0,RSV,7-co
3065147,2020-2021,1/3/2021,202101,65+,171,COVID-19,7-co
3065147,2020-2021,1/3/2021,202101,65+,0,RSV,7-co
3065147,2020-2021,1/10/2021,202102,0-4,1,COVID-19,7-co
3065147,2020-2021,1/10/2021,202102,0-4,0,RSV,7-co
3065147,2020-2021,1/10/2021,202102,5-17,3,COVID-19,7-co
3065147,2020-2021,1/10/2021,202102,5-17,0,RSV,7-co
3065147,2020-2021,1/10/2021,202102,18-49,64,COVID-19,7-co
3065147,2020-2021,1/10/2021,202102,18-49,0,RSV,7-co
3065147,2020-2021,1/10/2021,202102,50-64,76,COVID-19,7-co
3065147,2020-2021,1/10/2021,202102,50-64,0,RSV,7-co
3065147,2020-2021,1/10/2021,202102,65+,118,COVID-19,7-co
3065147,2020-2021,1/10/2021,202102,65+,0,RSV,7-co
3065147,2020-2021,1/17/2021,202103,0-4,2,COVID-19,7-co
3065147,2020-2021,1/17/2021,202103,0-4,1,RSV,7-co
3065147,2020-2021,1/17/2021,202103,5-17,9,COVID-19,7-co
3065147,2020-2021,1/17/2021,202103,5-17,0,RSV,7-co
3065147,2020-2021,1/17/2021,202103,18-49,66,COVID-19,7-co
3065147,2020-2021,1/17/2021,202103,18-49,0,RSV,7-co
3065147,2020-2021,1/17/2021,202103,50-64,54,COVID-19,7-co
3065147,2020-2021,1/17/2021,202103,50-64,0,RSV,7-co
3065147,2020-2021,1/17/2021,202103,65+,110,COVID-19,7-co
3065147,2020-2021,1/17/2021,202103,65+,0,RSV,7-co
3065147,2020-2021,1/24/2021,202104,0-4,0,COVID-19,7-co
3065147,2020-2021,1/24/2021,202104,0-4,0,RSV,7-co
3065147,2020-2021,1/24/2021,202104,5-17,8,COVID-19,7-co
3065147,2020-2021,1/24/2021,202104,5-17,0,RSV,7-co
3065147,2020-2021,1/24/2021,202104,18-49,59,COVID-19,7-co
3065147,2020-2021,1/24/2021,202104,18-49,0,RSV,7-co
3065147,2020-2021,1/24/2021,202104,50-64,47,COVID-19,7-co
3065147,2020-2021,1/24/2021,202104,50-64,0,RSV,7-co
3065147,2020-2021,1/24/2021,202104,65+,90,COVID-19,7-co
3065147,2020-2021,1/24/2021,202104,65+,0,RSV,7-co
3065147,2020-2021,1/31/2021,202105,0-4,1,COVID-19,7-co
3065147,2020-2021,1/31/2021,202105,0-4,0,RSV,7-co
3065147,2020-2021,1/31/2021,202105,5-17,6,COVID-19,7-co
3065147,2020-2021,1/31/2021,202105,5-17,0,RSV,7-co
3065147,2020-2021,1/31/2021,202105,18-49,51,COVID-19,7-co
3065147,2020-2021,1/31/2021,202105,18-49,0,RSV,7-co
3065147,2020-2021,1/31/2021,202105,50-64,53,COVID-19,7-co
3065147,2020-2021,1/31/2021,202105,50-64,0,RSV,7-co
3065147,2020-2021,1/31/2021,202105,65+,92,COVID-19,7-co
3065147,2020-2021,1/31/2021,202105,65+,0,RSV,7-co
3065147,2020-2021,2/7/2021,202106,0-4,2,COVID-19,7-co
